Value,Type,Reference,Bedrooms,Bathrooms,Furnishing,Size,Amenities,Agency,Location
"12,000 QAR Monthly",Compound,watsons-1954288,4 + Maids Room,4,Furnished,"                                        3,229 sqft                          /              300 sqm                      ",Built in Wardrobes - Covered Parking - Kitchen Appliances - Maids Room - Shared Gym - Shared Pool,Watsons Properties, Ain Khaled - Ain Khaled - Doha
"23,000 QAR Monthly",Villa,loftbureau-1926496,4 + Maids Room,6,Partly furnished,"                                        5,038 sqft                          /              468 sqm                      ",Balcony - Built in Wardrobes - Central A/C - Kitchen Appliances - Maids Room - Pets Allowed - Private Garden - Security - Shared Gym - Shared Pool - Walk-in Closet,The Loft Bureau Real Estate, Al Messila - Al Messila - Doha
"16,000 QAR Monthly",Villa,VI5797,4,4,Partly furnished,"                                        4,306 sqft                          /              400 sqm                      ",,MD Properties, Ain Khaled - Ain Khaled - Doha
"10,500 QAR Monthly",Villa,ID AR-739,4,3,Unfurnished,"                                        3,229 sqft                          /              300 sqm                      ",Covered Parking - Security - Shared Gym - Shared Pool,Apollo Enterprises, Al Waab - Al Waab - Doha
"11,000 QAR Monthly",Villa,VI5778,4,3,Unfurnished,"                                        3,261 sqft                          /              303 sqm                      ",,MD Properties, Al Aziziyah - Al Aziziyah - Doha
"12,000 QAR Monthly",Villa,VI5776,4,4,Partly furnished,"                                        2,799 sqft                          /              260 sqm                      ",,MD Properties, Ain Khaled - Ain Khaled - Doha
"8,000 QAR Monthly",Compound,FBCM-J00232,4,4,Unfurnished,"                                        3,229 sqft                          /              300 sqm                      ",,Future Business , Bu Hamour Street - Abu Hamour - Doha
"10,000 QAR Monthly",Villa,coreo-1566237,4 + Maids Room,4,Partly furnished,"                                        2,799 sqft                          /              260 sqm                      ",Built in Wardrobes - Covered Parking - Kitchen Appliances - Maids Room - Shared Gym - Shared Pool - Shared Spa,Coreo Real Estate , Umm Salal Mahammad - Umm Salal Mohammad - Doha
"20,000 QAR Monthly",Duplex,bhomesqa-1952726,4,4,Partly furnished,"                                        2,992 sqft                          /              278 sqm                      ",Balcony - Built in Wardrobes - Central A/C - Kitchen Appliances - Security - Shared Gym - Shared Pool,Better Homes Qatar, Musheireb - Musheireb - Doha
"20,000 QAR Monthly",Apartment,bhomesqa-1952728,4 + Maids Room,3,Partly furnished,"                                        2,992 sqft                          /              278 sqm                      ",Balcony - Built in Wardrobes - Central A/C - Maids Room - Security - Shared Gym - Shared Pool,Better Homes Qatar, Musheireb - Musheireb - Doha
"18,000 QAR Monthly",Villa,Realtors - MEH558,4 + Maids Room,4,Partly furnished,"                                        4,306 sqft                          /              400 sqm                      ",Barbecue Area - Built in Wardrobes - Central A/C - Covered Parking - Kitchen Appliances - Maids Room - Pets Allowed - Private Garden - Study,Realtors, Al Maamoura - Al Maamoura - Doha
"8,500 QAR Monthly",Villa,VI5689,4,4,Partly furnished,"                                        2,799 sqft                          /              260 sqm                      ",,MD Properties, Al Gharrafa - Al Gharrafa - Doha
"11,500 QAR Monthly",Villa,VI5684,4,4,Unfurnished,"                                        2,260 sqft                          /              210 sqm                      ",,MD Properties, Al Gharrafa - Al Gharrafa - Doha
"11,999 QAR Monthly",Compound,watsons-1949083,4,4,Furnished,"                                        3,229 sqft                          /              300 sqm                      ",Balcony - Built in Wardrobes - Covered Parking - Shared Gym - Shared Pool,Watsons Properties, Al Rayyan - Al Rayyan - Doha
"12,000 QAR Monthly",Villa,VI5687,4,3,Unfurnished,"                                        3,498 sqft                          /              325 sqm                      ",,MD Properties, Al Gharrafa - Al Gharrafa - Doha
"19,000 QAR Monthly",Villa,nelsonpark-1948071,4 + Maids Room,5,Partly furnished,"                                        3,767 sqft                          /              350 sqm                      ",Built in Wardrobes - Kitchen Appliances - Maids Room - Private Garden,NelsonPark Property , Al Dafna - Al Dafna - Doha
"17,000 QAR Monthly",Compound,maxam-1949009,4 + Maids Room,6,Partly furnished,"                                        2,153 sqft                          /              200 sqm                      ",Balcony - Covered Parking - Kitchen Appliances - Maids Room - Pets Allowed - Security - Shared Pool,Maxam Business Solution, Al Dafna - Al Dafna - Doha
"10,000 QAR Monthly",Compound,P-81 4 BEDROOMS,4,5,Furnished,"                                        1,615 sqft                          /              150 sqm                      ",Covered Parking - Kitchen Appliances - Security - Shared Gym - Shared Pool,Zukhrof Real Estate, Ain Khaled - Ain Khaled - Doha
"10,000 QAR Monthly",Villa,VI5688,4,3,Unfurnished,"                                        3,767 sqft                          /              350 sqm                      ",,MD Properties, Al Gharrafa - Al Gharrafa - Doha
"8,500 QAR Monthly",Villa,dania-1948240,4,4,Unfurnished,"                                        2,368 sqft                          /              220 sqm                      ",Covered Parking - Security - Shared Gym - Shared Pool,Dania Real Estate, Al Azizia Street - Al Aziziyah - Doha
"10,000 QAR Monthly",Compound,watsons-1947566,4 + Maids Room,4,Partly furnished,"                                        4,198 sqft                          /              390 sqm                      ",Built in Wardrobes - Covered Parking - Kitchen Appliances - Maids Room - Shared Gym - Shared Pool,Watsons Properties, Old Al Rayyan - Al Rayyan - Doha
"15,000 QAR Monthly",Villa,MSCV01,4 + Maids Room,4,Partly furnished,                                        108 sqft                          /              10 sqm                      ,Built in Wardrobes - Central A/C - Covered Parking - Kitchen Appliances - Maids Room - Pets Allowed - Private Garden - Private Pool - Security - Shared Pool - Study - View of Landmark - Walk-in Closet,Focus Properties , Bin Omran - Fereej Bin Omran - Doha
"10,000 QAR Monthly",Compound,maxam-1946776,4,5,Unfurnished,"                                        2,153 sqft                          /              200 sqm                      ",Covered Parking - Pets Allowed - Security - Shared Gym - Shared Pool,Maxam Business Solution, Al Waab - Al Waab - Doha
"12,000 QAR Monthly",Compound,nelsonpark-1948520,4 + Maids Room,4,Furnished,"                                        2,153 sqft                          /              200 sqm                      ",Balcony - Built in Wardrobes - Central A/C - Covered Parking - Kitchen Appliances - Maids Room - Shared Gym - Shared Pool,NelsonPark Property , Al Rayyan - Al Rayyan - Doha
"11,000 QAR Monthly",Villa,VI5691,4,5,Partly furnished,"                                        3,767 sqft                          /              350 sqm                      ",,MD Properties, Al Gharrafa - Al Gharrafa - Doha
"8,000 QAR Monthly",Villa,VI5680,4,Unfurnished,"                                        3,014 sqft                          /              280 sqm                      ",,MD Properties, Al Gharrafa - Al Gharrafa - Doha
"15,000 QAR Monthly",Villa,bhomesqa-1948155,4 + Maids Room,4,Unfurnished,"                                        5,382 sqft                          /              500 sqm                      ",Covered Parking - Maids Room,Better Homes Qatar, Al Duhail - Al Duhail - Doha
"13,000 QAR Monthly",Compound,PRR-0002,4,3,Unfurnished,"                                        1,615 sqft                          /              150 sqm                      ",Balcony - Built in Wardrobes - Central A/C - Concierge - Covered Parking - Kitchen Appliances - Pets Allowed - Private Garden - Security - Shared Gym - Shared Pool - Shared Spa,PRER Group LLC, Bu Hamour Street - Abu Hamour - Doha
"10,000 QAR Monthly",Compound,P-81 4 BEDROOMS AIN KHALID,4,5,Furnished,"                                        1,615 sqft                          /              150 sqm                      ",Covered Parking - Kitchen Appliances - Security - Shared Gym - Shared Pool,Zukhrof Real Estate, Ain Khaled - Ain Khaled - Doha
"28,000 QAR Monthly",Penthouse,bhomesqa-1944655,4 + Maids Room,5,Partly furnished,"                                        8,159 sqft                          /              758 sqm                      ",Balcony - Built in Wardrobes - Central A/C - Concierge - Covered Parking - Kitchen Appliances - Maid Service - Maids Room - Security - Shared Gym - Shared Pool - Shared Spa - Study - View of Landmark - View of Water - Walk-in Closet,Better Homes Qatar, Porto Arabia - The Pearl - Doha
"13,000 QAR Monthly",Villa,almardya-1944403,4 + Maids Room,5,Unfurnished,"                                        5,920 sqft                          /              550 sqm                      ",Built in Wardrobes - Covered Parking - Maids Room - Private Pool,Al Mardya, Al Waab - Al Waab - Doha
"13,000 QAR Monthly",Villa,VI5588,4,Furnished,"                                        3,552 sqft                          /              330 sqm                      ",,MD Properties, Muraikh - AlMuraikh - Doha
"15,000 QAR Monthly",Compound,nelsonpark-1940526,4 + Maids Room,5,Unfurnished,"                                        3,767 sqft                          /              350 sqm                      ",Built in Wardrobes - Maids Room - Security - Shared Gym - Shared Pool,NelsonPark Property , Al Waab - Al Waab - Doha
"11,000 QAR Monthly",Villa,VI5589,4,3,Partly furnished,"                                        6,458 sqft                          /              600 sqm                      ",,MD Properties, Muraikh - AlMuraikh - Doha
"9,000 QAR Monthly",Compound,H-L529236,4,4,Unfurnished,"                                        10,764 sqft                          /              1,000 sqm                      ",Pets Allowed - Security - Shared Gym - Shared Pool - View of Landmark - View of Water - Walk-in Closet,Steps Real Estate, Al Gharrafa - Al Gharrafa - Doha
"18,000 QAR Monthly",Apartment,nelsonpark-1944854,4 + Maids Room,4,Partly furnished,"                                        2,691 sqft                          /              250 sqm                      ",Balcony - Built in Wardrobes - Central A/C - Concierge - Covered Parking - Kitchen Appliances - Maids Room - Pets Allowed - Security - Shared Gym - Shared Pool - View of Water,NelsonPark Property , Porto Arabia - The Pearl - Doha
"11,000 QAR Monthly",Villa,VI5587,4,4,Partly furnished,"                                        3,014 sqft                          /              280 sqm                      ",,MD Properties, Muraikh - AlMuraikh - Doha
"10,000 QAR Monthly",Compound,matco-1944178,4,3,Unfurnished,"                                        4,306 sqft                          /              400 sqm                      ",Built in Wardrobes - Covered Parking - Security - Shared Gym - Shared Pool,"MATCO Trading , Contracting, & Real Estate W.L.L", Al Hilal West - Al Hilal - Doha
"11,500 QAR Monthly",Villa,HM-286,4 + Maids Room,5,Unfurnished,"                                        4,306 sqft                          /              400 sqm                      ",Covered Parking - Maids Room,Hamat Muthar Real Estate & Contracting, Ain Khaled - Ain Khaled - Doha
